figure_id,title,phase,paper_section,evidence_status,source_data,generator,png_path,png_sha256,png_bytes,svg_path,svg_sha256,svg_bytes,caption,claim_boundary,campaign_source_commit,reporting_source_commit,accepted_d007_candidate_commit,reporting_module_sha256,reporting_script_sha256,figure_generator_sha256
RFIG-036,D016-C1 A02 exact-RBF synthetic compute admission,Post-Gate-5 classical-first planning,Methods: compute admission correction,a02_exact_rbf_synthetic_compute_admission,data/processed/reporting/post_gate5_d016_c1_a02_preflight.json,scripts/make_post_gate5_d016_c1_a02_figure.py,artifacts/research_figures/post_gate5_d016_c1_a02_compute_admission.png,83c79396cad5cda607b3628e186f43eaa28b4f405b3985f2f5f4205fcf25a238,166791,artifacts/research_figures/post_gate5_d016_c1_a02_compute_admission.svg,18ad50acea7df05bc1429d983be02fb668873ad3aaa00d1fccb2e5977dca517c,69701,D016-C1 measures the A02 exact classical RBF control omitted from D016-C before any D017 development-data fitting.,"Synthetic A02 exact-RBF compute-admission evidence only; no development-data fitting, calibration/final-test access, hardware/GPU execution, Gate 5 reinterpretation, QML invention claim, quantum-advantage claim, or Gate 6.",,a40a6687b7c68a04f355ee40e0ff6144482eaf6c,,,,e6475a84d6065844de2d27077ae02c4e9c96ab692f8dc27df17bbaad055573fd
RFIG-037,D018-C development-only interpretation boundary,Post-Gate-5 classical-first interpretation,Discussion: development interpretation,development_only_interpretation_no_advance,data/processed/reporting/post_gate5_d018_interpretation.json;data/processed/reporting/post_gate5_d018_interpretation_matrix.csv,scripts/make_post_gate5_d018_interpretation_figure.py,artifacts/research_figures/post_gate5_d018_interpretation_boundary.png,876f69efa60e7c75bf4705d763ff3ad94a4f3c883c82f4e3c35780c19427a5bb,237929,artifacts/research_figures/post_gate5_d018_interpretation_boundary.svg,22d3fa4dc5e2d6345604af96a893b1dcf35305c504c3946a3a25751851c611e6,92609,D018-C separates usable development signals from non-advancing evidence after D017-C.,"Development-only interpretation; no calibration, final-test, hardware/GPU, mission, QML invention, quantum advantage, Gate 5 reinterpretation, or Gate 6.",,a173b9308ac1073120475a1a13a1b79c5c5063dd,,,,3bf6f843b17cc246a074506da6b2dcdedcc66816b385f40d200f2196c9f9c27e
RFIG-038,D019-C safety-objective redesign boundary,Post-Gate-5 safety redesign discussion,Discussion: future safety objective,future_only_safety_objective_discussion,data/processed/reporting/post_gate5_d019_safety_redesign.json;data/processed/reporting/post_gate5_d019_safety_redesign_matrix.csv,scripts/make_post_gate5_d019_safety_redesign_figure.py,artifacts/research_figures/post_gate5_d019_safety_redesign_boundary.png,2299b1446e1a1f4b6a334816a627abd3a6a413bf4f2659d014f2bb6fbbf615f6,248017,artifacts/research_figures/post_gate5_d019_safety_redesign_boundary.svg,6e83c3ca3e5913f834e8ecc805253fe517cbccfd7b4a267441fc6f2219936115,93159,D019-C converts the D018-C CSAFE failure into a future-only recall-first safety-objective discussion without rescuing D017.,"Future-only discussion; no implementation, fitting, threshold change, calibration, final-test, hardware/GPU, mission, Gate 5 reinterpretation, QML invention, quantum advantage, or Gate 6.",,06e6283d99682615c16465af0254049987113563,,,,52a8fec7886d8980a22dd3d9c015d2738a0d533273a36d4a02787aba22358977
RFIG-039,D020-C recall-first safety freeze proposal,Post-Gate-5 safety freeze proposal,Discussion: future safety objective,recall_first_safety_freeze_proposal,data/processed/reporting/post_gate5_d020_recall_first_freeze.json;data/processed/reporting/post_gate5_d020_recall_first_freeze_matrix.csv,scripts/make_post_gate5_d020_recall_first_freeze_figure.py,artifacts/research_figures/post_gate5_d020_recall_first_freeze_boundary.png,c6fdbf277699e0048264aae56a9ff864c113a499d853bf0ecdd3b3ca1fa7cc23,305535,artifacts/research_figures/post_gate5_d020_recall_first_freeze_boundary.svg,d0d5973746d9f77cb1ba5c7a597ea594be252e5392a98343ee55ca742c3f2128,113058,"D020-C freezes a future recall-first safety objective without authorizing implementation, fitting, or locked-data access.","Future freeze proposal only; no implementation, threshold application, development fitting, calibration, final-test, hardware/GPU, mission, Gate 5 reinterpretation, QML invention, quantum advantage, or Gate 6.",,cbb57389cbccb9ed78a32403d602c59b6de64c9b,,,,896be28c1317990d519c75b40cccba44817e6a74e567d188c0b549f76602e771
RFIG-040,D021-C recall-first synthetic validation,Post-Gate-5 CSAFE-RF synthetic validation,Discussion: future safety objective,recall_first_synthetic_validation_pass,data/processed/reporting/post_gate5_d021_recall_first_synthetic.json;data/processed/reporting/post_gate5_d021_recall_first_synthetic_scores.csv,scripts/make_post_gate5_d021_synthetic_figure.py,artifacts/research_figures/post_gate5_d021_recall_first_synthetic_validation.png,25a11d96b5a3bb9281c312410caef7952f5ccb3ab96de3aa718548175075786a,163629,artifacts/research_figures/post_gate5_d021_recall_first_synthetic_validation.svg,3549c06ed387a53755acfe1f6a10ef3d813862e5940674354fb02ed03600096c,67012,D021-C validates CSAFE-RF recall-first candidate scoring on synthetic arrays only.,"Synthetic validation only; no threshold application to real data, development fitting, calibration, final-test, hardware/GPU, mission, Gate 5 reinterpretation, QML invention, quantum advantage, or Gate 6.",,fc0c31c49279b117f93122c9018df78574e6c035,,,,2defb20b20016b675480f334c727d158655850034c952874bc93dcc12d403b9a
RFIG-041,D022-C CSAFE-RF synthetic compute admission,Post-Gate-5 CSAFE-RF compute admission,Methods: compute admission,recall_first_synthetic_compute_admission,data/processed/reporting/post_gate5_d022_recall_first_preflight.json,scripts/make_post_gate5_d022_preflight_figure.py,artifacts/research_figures/post_gate5_d022_recall_first_compute_admission.png,e700cb7e2ff17fcd726f672ee298c71d4b2a00b6bd3369dcb6f1490af9401876,172753,artifacts/research_figures/post_gate5_d022_recall_first_compute_admission.svg,541d1238d327c6b72b2cbf94fdf8e8731151d6ed0335cb8156026aba5f8a130b,71664,D022-C projects the clean-source synthetic CSAFE-RF workload against local laptop compute limits.,"Synthetic compute-admission evidence only; no development-data fitting, threshold application to real data, calibration, final-test, hardware/GPU, mission, Gate 5 reinterpretation, QML invention, quantum advantage, or Gate 6.",,b5263ba3876c4e66f3243b58a679e2c29419120f,,,,8fbd1121de9923b6696f35d8c667f5d1a360cec56c0d2bdedcdcb64c432d04bd
RFIG-042,D023-C CSAFE-RF development-only recall-first audit,Post-Gate-5 CSAFE-RF development audit,Discussion: future safety objective,development_only_recall_first_selection_audit,data/processed/reporting/post_gate5_d023_recall_first_development.json;data/processed/reporting/post_gate5_d023_recall_first_development_scores.csv,scripts/make_post_gate5_d023_development_audit.py,artifacts/research_figures/post_gate5_d023_recall_first_development_audit.png,17151c25485cdf6d759e5c5e1842e8e7216e349c99bf124725f5ee1d945b9d59,186518,artifacts/research_figures/post_gate5_d023_recall_first_development_audit.svg,fe408f9260467829f89d9b6fcfc02ccd5c8fd1350dd762fa34a869dd9b637b11,76741,D023-C applies the frozen CSAFE-RF recall-first rule to committed D017 development metrics without refitting.,"Development-only post-D017-informed audit; no refit, no threshold application to real data, no calibration, final-test, hardware/GPU, mission, Gate 5 reinterpretation, QML invention, quantum advantage, or Gate 6.",,419844a690d625502718e00b3e4dcafc6d99286c,,,,20f80165cf6cd94a2d1373b1a82eea077e51aaf50e6cac79e20993ac013eaec0
RFIG-043,D024-C recall-first interpretation boundary,Post-Gate-5 CSAFE-RF interpretation,Discussion: future safety objective,recall_first_interpretation_no_advance,data/processed/reporting/post_gate5_d024_recall_first_interpretation.json;data/processed/reporting/post_gate5_d024_recall_first_interpretation_matrix.csv,scripts/make_post_gate5_d024_interpretation.py,artifacts/research_figures/post_gate5_d024_recall_first_interpretation.png,055bcb9e9bef62908bcf07b4ddd9215fc1dff61ec3471ef565c680efca73df5c,256037,artifacts/research_figures/post_gate5_d024_recall_first_interpretation.svg,bec129db058277c35376f34eb500f2ff05e8a81f3419044fc53f5cb3b2bfb9d4,100892,D024-C interprets the D023-C recall-first audit as future-useful but non-advancing evidence.,"Interpretation only; no new experiment, refit, threshold application, locked-data access, mission-loop work, Gate 5 reinterpretation, QML invention, quantum advantage, or Gate 6.",,e15d7583042b574261afe7afa4904168b3d398dd,,,,288531ff3ecfea632b1181aaa0c15951fb74cf262c8507bd415c3e5c25da1d20
RFIG-044,D025-C Gate 5 closure and Gate 6 recommendation,Post-Gate-5 closure,Discussion: Gate 6 recommendation,gate5_closure_no_qml_gate6_candidate,data/processed/reporting/post_gate5_d025_gate6_recommendation.json;data/processed/reporting/post_gate5_d025_gate6_recommendation_matrix.csv,scripts/make_post_gate5_d025_gate6_recommendation.py,artifacts/research_figures/post_gate5_d025_gate6_recommendation.png,8da644d033b1154ce4a7a35f8bffa76dd9bacb19a835ece10e6c142e8483b2d2,282192,artifacts/research_figures/post_gate5_d025_gate6_recommendation.svg,24b836d47315d004f29d2de89b06119e639deb76236258724318bd4d0b6591aa,103819,D025-C closes Gate 5 and 5X evidence with no QML candidate eligible for Gate 6.,"Closure recommendation only; no Gate 6 run, calibration/final-test access, mission-loop execution, model fitting, Gate 5 reinterpretation, QML invention, or quantum advantage.",,66515b459dacebbecf78f900a4b4020021f484ce,,,,cf7725d0281068621997ca488b2bf9c2defa3a9d4e70862a06402d6ba8698766
RFIG-045,D026-C manuscript claim synthesis,Post-Gate-5 manuscript synthesis,Claims and limitations,manuscript_claim_synthesis,data/processed/reporting/post_gate5_d026_manuscript_synthesis.json;data/processed/reporting/post_gate5_d026_manuscript_claim_matrix.csv,scripts/make_post_gate5_d026_manuscript_synthesis.py,artifacts/research_figures/post_gate5_d026_manuscript_synthesis.png,3678af84004bf76ef14d7ae7406c4ddd44bfd905b586725709daa467fefc0f12,282914,artifacts/research_figures/post_gate5_d026_manuscript_synthesis.svg,bff93cda8a7697f343354e225e98d4b63d2de48d749e3b573bf783c17d4ca2b5,107089,D026-C converts Gate 5 and 5X closure evidence into allowed and prohibited manuscript claims.,"Manuscript synthesis only; no Gate 6 run, locked-data access, mission-loop execution, model fitting, QML invention, quantum advantage, or Gate 5 reinterpretation.",,0d1576e7ed5088a7d99547be2f5f5b69d8700619,,,,bdaf20ee7b8dc0a3b6b093ee7ef37e319eb6ab6a7a339afee7fa0aa352e2a9a6
RFIG-046,D027-C manuscript results map,Post-Gate-5 manuscript drafting,Results and Discussion,manuscript_results_discussion_draft,data/processed/reporting/post_gate5_d027_manuscript_results.json;data/processed/reporting/post_gate5_d027_manuscript_result_map.csv,scripts/make_post_gate5_d027_manuscript_results.py,artifacts/research_figures/post_gate5_d027_manuscript_results_map.png,e4d7a491e13e14a52625526578e42c72f2e7adf5c2f4da8ff4467fd6e19da64c,261153,artifacts/research_figures/post_gate5_d027_manuscript_results_map.svg,4bce5ad10f237afc741c18847599e9fa683e4e06619fd76777a6de1523de5b4a,94594,D027-C maps closed Gate 5 and 5X evidence to manuscript Results and Discussion sections.,"Manuscript drafting only; no Gate 6 run, locked-data access, mission-loop execution, model fitting, QML invention, quantum advantage, or Gate 5 reinterpretation.",,dd4b8650947deb193ebf27699139a051991ae5c3,,,,71f3437d8bd283315721c1871764c91803df916ec684cbf7c4ddb4313bfe1e78
RFIG-047,D028-C release-support card map,Release support,Reproducibility and release notes,release_support_cards_ready,data/processed/reporting/post_gate5_d028_release_support_cards.json;data/processed/reporting/post_gate5_d028_release_support_cards.csv,scripts/make_post_gate5_d028_release_cards.py,artifacts/research_figures/post_gate5_d028_release_support_cards.png,2230b337c7ae91703de0e332af8ab6a3ec2d90a2332756d1926ad0e6c334964f,272247,artifacts/research_figures/post_gate5_d028_release_support_cards.svg,00ac86d2768048f51269a97aaff1153aef5a165172bc1efa5676ca699613cba4,96101,D028-C maps release-support cards required before any release decision.,"Release documentation only; no release, Gate 6 run, locked-data access, mission-loop execution, model fitting, QML invention, quantum advantage, or Gate 5 reinterpretation.",,4e9e184aab69504a3fbf6c085c1196abf1aca3b9,,,,04dc630e5d28e1d0f6ba7e37e6c7b1fa00863a5ecd14016bd1f81e90fc4a5fef
RFIG-048,D029-C clean reproducibility audit STOP,Release reproducibility audit,Reproducibility and release notes,clean_reproducibility_audit_stop,data/processed/reporting/post_gate5_d029_reproducibility_audit.json;data/processed/reporting/post_gate5_d029_reproducibility_audit_matrix.csv,scripts/make_post_gate5_d029_reproducibility_audit.py,artifacts/research_figures/post_gate5_d029_reproducibility_audit_stop.png,fcae378bc2c0b368e120c60e08230a12ae8dc6bd0cc88d80d3ee948bd606a20b,217158,artifacts/research_figures/post_gate5_d029_reproducibility_audit_stop.svg,2d29e7690c5232b568f1c8d32bd639ede2b00d90ae96e7660ae7c4742d2fdce6,89820,D029-C records a clean clone reproducibility STOP caused by byte-provenance/hash portability failures.,"Release audit failure only; no release, correction, Gate 6 run, locked-data access, mission-loop execution, model fitting, QML invention, quantum advantage, or Gate 5 reinterpretation.",,0521fee3343b7484a5b70cf3a8dea250b88d0e51,,,,f913d576409f8ffe633409da0a8b33d721e1b86a488cda3ef31c8db58329924b
RFIG-049,D030-C clean reproducibility correction PASS,Release reproducibility audit,Reproducibility and release notes,clean_reproducibility_audit_pass,data/processed/reporting/post_gate5_d030_reproducibility_correction.json;data/processed/reporting/post_gate5_d030_reproducibility_correction_matrix.csv,scripts/make_post_gate5_d030_reproducibility_correction.py,artifacts/research_figures/post_gate5_d030_reproducibility_correction_pass.png,bb43ec6f09da59c0653f5c667b02f653bf6047ea837ca79f6e2b92a45ae7e74b,241554,artifacts/research_figures/post_gate5_d030_reproducibility_correction_pass.svg,58622db3a247aa4ec58ed80d0700c75651d2eefdca66090becd287f6900b7859,91695,D030-C records that the line-ending and byte-provenance correction passed a clean-clone release audit.,"Release infrastructure only; no Gate 5 reinterpretation, Gate 6 authorization, locked-data access, mission-loop run, QML invention claim, or quantum-advantage claim.",,90f45d356faa480998573cbc3b25b6e819b95ae8,,,,920518fabe7aa83bd1a46eeb6fac1c488ffcb209db049e70ca0e1a3b0cefee91
RFIG-050,D031-C final claim/release review READY,Release decision preparation,Claims and limitations,claim_release_review_ready,data/processed/reporting/post_gate5_d031_claim_release_review.json;data/processed/reporting/post_gate5_d031_claim_release_review_matrix.csv,scripts/make_post_gate5_d031_claim_release_review.py,artifacts/research_figures/post_gate5_d031_claim_release_review_ready.png,69db4bfb8d8bf58de749ab4459846c83bab5f031515ef84f1e50f8d550e25287,257520,artifacts/research_figures/post_gate5_d031_claim_release_review_ready.svg,058f7728ef509c4b05d377cf3275720862f81e90a035c9a634954988b88b0fb0,92955,D031-C records final claim/release review readiness while keeping release unauthorized.,"Release decision preparation only; no release, tag, archive, Gate 6 authorization, locked-data access, mission-loop run, QML invention claim, or quantum-advantage claim.",,90f45d356faa480998573cbc3b25b6e819b95ae8,,,,c52c942c782ef0305093e2dded9f5beb4e8d1aa4d626141080166c28093469fb
RFIG-051,D032-C release-candidate manifest READY,Release decision preparation,Reproducibility and release notes,release_candidate_manifest_ready,data/processed/reporting/post_gate5_d032_release_candidate_manifest.json;data/processed/reporting/post_gate5_d032_release_candidate_files.csv,scripts/make_post_gate5_d032_release_candidate_manifest.py,artifacts/research_figures/post_gate5_d032_release_candidate_manifest_ready.png,b6b461c21b67fed65be6b37fed6cd27f5f96f4398e851c6b90f7e673420272d0,247875,artifacts/research_figures/post_gate5_d032_release_candidate_manifest_ready.svg,64d516d6b70721739ce34e81ac717eb49be35376d4ae6956258b897b749901d6,88879,D032-C records a release-candidate manifest while keeping all release actions unauthorized.,"Release-candidate manifest only; no release, tag, archive, DOI, CITATION update, locked-data access, mission-loop run, Gate 6, QML invention claim, or quantum-advantage claim.",,64296def4d6e1b86e13fee8d839e0445378d0ae1,,,,b3a6bf426b23925e0b9999df66cd14fa242b294ef6ba21a15ecec58032e90b2c
RFIG-052,D033-C release package ACCEPTED,Release acceptance,Reproducibility and release notes,release_package_accepted,data/processed/reporting/post_gate5_d033_release_acceptance.json;data/processed/reporting/post_gate5_d033_release_acceptance_files.csv,scripts/make_post_gate5_d033_release_acceptance.py,artifacts/research_figures/post_gate5_d033_release_accepted.png,8c73e0c3a8b83d4c5337d508add04720b0b3166ae18ce7a963eeec341cd33e83,266013,artifacts/research_figures/post_gate5_d033_release_accepted.svg,f8e7f48c56f54e675833ef71d7c5304f636f57843596602c1a02ac7cd0714a05,95146,D033-C records human acceptance of the release package under the strict D031-C negative-claim boundary.,"Release package accepted only for the development-only negative QML benchmark; no DOI minting, locked-data access, mission-loop run, Gate 6, QML invention claim, or quantum-advantage claim.",,21e1ff414d0ac7f5a0e0746009c92f92df24d364,,,,3c5e2ff24269ebb61f62f18ad64c8a0ca769c0ff7d9128d1422a45ce0b585042
RFIG-053,D034 PRQK result comparison,Results: development-only negative,d034_result_comparison,development_only_negative,data/processed/reporting/post_gate5_d034_prqk/campaign_result.json;data/processed/reporting/post_gate5_d034_prqk/summary.csv;data/processed/reporting/post_gate5_d034_prqk/per_seed_metrics.csv;data/processed/reporting/post_gate5_d034_prqk/paired_comparison.csv;data/processed/reporting/post_gate5_d034_prqk/technical_stop_prelaunch.json;data/processed/reporting/post_gate5_d034_prqk/technical_stop_registry_loader.json,scripts/make_post_gate5_d034_prqk_figures.py,artifacts/research_figures/post_gate5_d034_prqk_result_comparison.png,be415af42fb34b76c9060d22c236d34626d6efab3f945a926a1bd0d6d11d5b74,268042,artifacts/research_figures/post_gate5_d034_prqk_result_comparison.svg,797026fb6b58b7fdf4534e3c3851467da4e645f4fc80c2d1683c8547585ba757,116260,D034 valid negative: PRQK did not beat the frozen physics residual or its matched classical kernel control.,"Development-only model evidence; no Gate 5 revision, NASA performance claim, mission claim, calibration/final-test result, hardware/GPU, Gate 6, or quantum advantage.",4313ad46adb4884fadc6d7c7d5a38ab183aaf1ab,4313ad46adb4884fadc6d7c7d5a38ab183aaf1ab,,,,deb6d8a4971206689a10de1a087f7324f64da8d797a65bd1c83cfc930cffcdac
RFIG-054,D034 PRQK fixed ablations,Results: ablations,d034_fixed_ablations,development_only_negative,data/processed/reporting/post_gate5_d034_prqk/campaign_result.json;data/processed/reporting/post_gate5_d034_prqk/summary.csv;data/processed/reporting/post_gate5_d034_prqk/per_seed_metrics.csv;data/processed/reporting/post_gate5_d034_prqk/paired_comparison.csv;data/processed/reporting/post_gate5_d034_prqk/technical_stop_prelaunch.json;data/processed/reporting/post_gate5_d034_prqk/technical_stop_registry_loader.json,scripts/make_post_gate5_d034_prqk_figures.py,artifacts/research_figures/post_gate5_d034_prqk_ablations.png,08f879d26ac52490b8cf5e92fcb94c3a5a82807f53ee84f5cf49254fbf60bce3,267399,artifacts/research_figures/post_gate5_d034_prqk_ablations.svg,bdfa335ecce3c44ccb4a364ac8b2d98a3186700a7d34769dfb8229d20f1ac541,90032,D034 q=4/6/8 and entanglement ablations did not close the cost or safety gap.,"Development-only ablation evidence; no post-outcome reranking, Gate 5 revision, NASA performance claim, mission claim, calibration/final-test result, hardware/GPU, Gate 6, or quantum advantage.",4313ad46adb4884fadc6d7c7d5a38ab183aaf1ab,4313ad46adb4884fadc6d7c7d5a38ab183aaf1ab,,,,deb6d8a4971206689a10de1a087f7324f64da8d797a65bd1c83cfc930cffcdac
RFIG-055,D034 PRQK paired uncertainty and resources,Methods and Results: uncertainty and compute,d034_paired_uncertainty_resources,development_only_negative,data/processed/reporting/post_gate5_d034_prqk/campaign_result.json;data/processed/reporting/post_gate5_d034_prqk/summary.csv;data/processed/reporting/post_gate5_d034_prqk/per_seed_metrics.csv;data/processed/reporting/post_gate5_d034_prqk/paired_comparison.csv;data/processed/reporting/post_gate5_d034_prqk/technical_stop_prelaunch.json;data/processed/reporting/post_gate5_d034_prqk/technical_stop_registry_loader.json,scripts/make_post_gate5_d034_prqk_figures.py,artifacts/research_figures/post_gate5_d034_prqk_paired_resources.png,d404138aa553440cd8f216d0b3d3843ff08dc88aa4fc6152fb8484a8e9da868e,182686,artifacts/research_figures/post_gate5_d034_prqk_paired_resources.svg,76a14bcb5d4151f1a4f4b4b4fad376f1aed5dc16c528b98a84b5965e274d76f3,84607,The paired PRQK-08-N minus C06 NRMSE interval is entirely positive while the reference-laptop resource record remains below protocol ceilings.,"Development-only uncertainty and compute evidence; no NASA performance claim, mission claim, calibration/final-test result, hardware/GPU, Gate 5 revision, Gate 6, or quantum advantage.",4313ad46adb4884fadc6d7c7d5a38ab183aaf1ab,4313ad46adb4884fadc6d7c7d5a38ab183aaf1ab,,,,deb6d8a4971206689a10de1a087f7324f64da8d797a65bd1c83cfc930cffcdac
RFIG-056,D035 CFQSR result comparison,Results: development-only negative,d035_result_comparison,development_only_negative,data/processed/reporting/post_gate5_d035_cfqsr/campaign_result.json;data/processed/reporting/post_gate5_d035_cfqsr/summary.csv;data/processed/reporting/post_gate5_d035_cfqsr/per_seed_metrics.csv;data/processed/reporting/post_gate5_d035_cfqsr/paired_comparison.csv;data/processed/reporting/post_gate5_d035_cfqsr/inner_fold_audit.csv,scripts/make_post_gate5_d035_cfqsr_figures.py,artifacts/research_figures/post_gate5_d035_cfqsr_result_comparison.png,e077cbb8b8bbb5f266e8730bdfb5a8aa93312fb3b89a164e9a8b9a368867029b,232288,artifacts/research_figures/post_gate5_d035_cfqsr_result_comparison.svg,8a7bd7b0550cad6dafb0550f9e22fa683945bc0e98706e3d57a13acedcc7ea66,103068,D035 CFQSR did not beat the frozen C06 predictor or provide a classical-control advantage.,"Development-only evidence; no Gate 5 revision, NASA performance claim, mission claim, calibration/final-test result, hardware/GPU, Gate 6, or quantum advantage.",a16938dc36e2517f1ad0dead80dc60344f4b30b2,a16938dc36e2517f1ad0dead80dc60344f4b30b2,,,,5e5047c7b6d7a474486f8dd87a198c2b4fd3302317c9283c5f09a2e3df702630
RFIG-057,D035 CFQSR paired audit and resources,Methods and Results: leakage audit and compute,d035_paired_audit_resources,development_only_negative,data/processed/reporting/post_gate5_d035_cfqsr/campaign_result.json;data/processed/reporting/post_gate5_d035_cfqsr/summary.csv;data/processed/reporting/post_gate5_d035_cfqsr/per_seed_metrics.csv;data/processed/reporting/post_gate5_d035_cfqsr/paired_comparison.csv;data/processed/reporting/post_gate5_d035_cfqsr/inner_fold_audit.csv,scripts/make_post_gate5_d035_cfqsr_figures.py,artifacts/research_figures/post_gate5_d035_cfqsr_audit_resources.png,a953068aa39aceced18e6e3d826792055684f0e12c3af289482faacfc2f8f58b,174396,artifacts/research_figures/post_gate5_d035_cfqsr_audit_resources.svg,af1b056fae2cd290b006b85d1b3bf916fe7e1e4b6dae17ec61a1faa7a4eecd37,85592,The paired CFQSR-08-N minus C06 interval is entirely positive and all inner folds are group-disjoint within the recorded laptop resource envelope.,"Development-only uncertainty and compute evidence; no NASA performance claim, mission claim, calibration/final-test result, hardware/GPU, Gate 5 revision, Gate 6, or quantum advantage.",a16938dc36e2517f1ad0dead80dc60344f4b30b2,a16938dc36e2517f1ad0dead80dc60344f4b30b2,,,,5e5047c7b6d7a474486f8dd87a198c2b4fd3302317c9283c5f09a2e3df702630
RFIG-058,D036 TAP-QK result comparison,Results: development-only negative,d036_result_comparison,development_only_negative,data/processed/reporting/post_gate5_d036_tapqk/campaign_result.json;data/processed/reporting/post_gate5_d036_tapqk/summary.csv;data/processed/reporting/post_gate5_d036_tapqk/per_seed_metrics.csv;data/processed/reporting/post_gate5_d036_tapqk/paired_comparison.csv;data/processed/reporting/post_gate5_d036_tapqk/inner_fold_audit.csv;data/processed/reporting/post_gate5_d036_tapqk/projection_audit.csv,scripts/make_post_gate5_d036_tapqk_figures.py,artifacts/research_figures/post_gate5_d036_tapqk_result_comparison.png,d6066b82688eb74650a6f94eee7159e0d7e9b97b5391b60923d341345c0c5311,227872,artifacts/research_figures/post_gate5_d036_tapqk_result_comparison.svg,717363abdd17307b636a7fa924721ea341f6aae64d4efd1df1bd1747a35649d9,101447,D036 TAP-QK did not beat the frozen C06 predictor or the identical-input TAP-RBF control.,"Development-only evidence; no Gate 5 revision, NASA performance claim, mission claim, calibration/final-test result, hardware/GPU, Gate 6, or quantum advantage.",82312b0bb6e2cdb2a48bedea60fbe5374ae518df,82312b0bb6e2cdb2a48bedea60fbe5374ae518df,,,,a53b252c5f3dcb6c9eaba7295fe814ac9cefdc44d246216cb3d90f18182118d4
RFIG-059,D036 TAP-QK audit and resources,Methods and Results: projection audit and compute,d036_projection_audit_resources,development_only_negative,data/processed/reporting/post_gate5_d036_tapqk/campaign_result.json;data/processed/reporting/post_gate5_d036_tapqk/summary.csv;data/processed/reporting/post_gate5_d036_tapqk/per_seed_metrics.csv;data/processed/reporting/post_gate5_d036_tapqk/paired_comparison.csv;data/processed/reporting/post_gate5_d036_tapqk/inner_fold_audit.csv;data/processed/reporting/post_gate5_d036_tapqk/projection_audit.csv,scripts/make_post_gate5_d036_tapqk_figures.py,artifacts/research_figures/post_gate5_d036_tapqk_audit_resources.png,2e209a1ab847f7acd63d1bf98e294db004cc6cd04b286e7642710488bf4c67d4,247096,artifacts/research_figures/post_gate5_d036_tapqk_audit_resources.svg,4cfab4b6008f1cb7d9501dde3bc5dd561293df88aa75d320698d8a003a4213b0,102258,"The paired TAPQK-08 minus C06 interval is entirely positive, while projection and inner-fold audits show zero validation-outcome use and zero group overlap.","Development-only uncertainty, leakage, and compute evidence; no NASA performance claim, mission claim, calibration/final-test result, hardware/GPU, Gate 5 revision, Gate 6, or quantum advantage.",82312b0bb6e2cdb2a48bedea60fbe5374ae518df,82312b0bb6e2cdb2a48bedea60fbe5374ae518df,,,,a53b252c5f3dcb6c9eaba7295fe814ac9cefdc44d246216cb3d90f18182118d4
RFIG-060,D037 TSQR shrinkage sensitivity,Results: development-only negative,d037_shrinkage_sensitivity,development_only_negative,data/processed/reporting/post_gate5_d037_tsqr/campaign_result.json;data/processed/reporting/post_gate5_d037_tsqr/summary.csv;data/processed/reporting/post_gate5_d037_tsqr/per_seed_metrics.csv;data/processed/reporting/post_gate5_d037_tsqr/paired_comparison.csv;data/processed/reporting/post_gate5_d037_tsqr/inner_fold_audit.csv;data/processed/reporting/post_gate5_d037_tsqr/projection_audit.csv;data/processed/reporting/post_gate5_d037_tsqr/shrinkage_audit.csv;data/processed/reporting/post_gate5_d037_tsqr/technical_stop_import.json,scripts/make_post_gate5_d037_tsqr_figures.py,artifacts/research_figures/post_gate5_d037_tsqr_shrinkage_sensitivity.png,d4d7f13550c285aa246fb3526db7dcb4a1893967b1026932bec69bcc2eaa86f9,462805,artifacts/research_figures/post_gate5_d037_tsqr_shrinkage_sensitivity.svg,2686eafffa6f8e5badaf21c363f9920cdfdf7f4f9be02e003db9294b1ba9b72c,119737,The fixed shrinkage grid reduced the C06 correction gap at low lambda but did not satisfy the preregistered primary or quantum-specific superiority rule.,"Development-only evidence; no Gate 5 revision, NASA performance claim, mission claim, calibration/final-test result, hardware/GPU, Gate 6, or quantum advantage.",1d7ddfa6b1758c4c800082d9cab7f46fa9b0e2bd,1d7ddfa6b1758c4c800082d9cab7f46fa9b0e2bd,,,,8dcb70e64a4436fdce73e2d1fb08f49cf42680ea3328bd98d48c131b40ec3115
